job_ad_id,job_city,job_industry,job_type,job_fed_contractor,job_equal_opp_employer,job_ownership,job_req_any,job_req_communication,job_req_education,job_req_min_experience,job_req_computer,job_req_organization,job_req_school,firstname,race,gender,years_college,college_degree,honors,worked_during_school,years_experience,computer_skills,special_skills,volunteer,military,employment_holes,has_email_address,resume_quality,received_callback
710,Chicago,other_service,secretary,NA,0,,1,0,0,3,1,0,none_listed,Lakisha,black,f,4,1,0,1,5,1,0,1,0,0,1,high,0
710,Chicago,other_service,secretary,NA,0,,1,0,0,9,1,0,none_listed,Latonya,black,f,4,1,0,1,6,1,0,0,0,1,0,low,0
710,Chicago,other_service,secretary,NA,0,,1,0,0,2,1,0,none_listed,Meredith,white,f,3,0,0,1,3,1,0,1,1,0,1,high,0
711,Chicago,other_service,secretary,NA,0,,1,1,0,2,1,0,none_listed,Ebony,black,f,3,0,0,1,3,1,0,1,1,0,1,high,0
711,Chicago,other_service,secretary,NA,0,,1,1,0,7,1,0,none_listed,Kristen,white,f,4,1,0,1,14,1,0,0,0,1,1,high,0
711,Chicago,other_service,secretary,NA,0,,1,1,0,1,1,0,none_listed,Latonya,black,f,2,0,0,0,11,1,0,0,0,1,0,low,0
711,Chicago,other_service,secretary,NA,0,,1,1,0,10,1,0,none_listed,Meredith,white,f,4,1,0,0,11,1,0,0,0,1,0,low,0
116,Boston,business_and_personal_service,retail_sales,0,0,private,1,0,0,some,0,0,none_listed,Aisha,black,f,4,1,0,0,7,0,0,0,0,1,0,low,0
140,Boston,other_service,sales_rep,NA,0,,0,0,0,10,0,0,none_listed,Aisha,black,f,4,1,0,1,6,1,0,0,0,0,0,low,0
84,Boston,finance_insurance_real_estate,sales_rep,0,1,public,1,0,0,1,0,0,none_listed,Aisha,black,f,4,1,0,1,2,1,0,1,1,0,1,high,0
308,Boston,transportation_communication,sales_rep,1,0,public,1,0,1,10,0,0,some_college,Brad,white,m,4,1,1,0,21,1,1,0,1,1,1,low,1
217,Boston,wholesale_and_retail_trade,sales_rep,NA,0,,0,0,0,9,0,0,none_listed,Brad,brown,m,4,1,0,1,2,1,0,1,1,0,1,high,0
140,Boston,other_service,sales_rep,NA,0,,0,0,0,7,0,0,none_listed,Brendan,white,m,4,1,0,0,7,0,0,0,0,1,0,low,0
217,Boston,wholesale_and_retail_trade,sales_rep,NA,0,,0,0,0,10,0,0,none_listed,Brendan,white,m,4,1,0,1,6,1,0,0,0,0,0,low,0
308,Boston,transportation_communication,sales_rep,1,0,public,1,0,1,6,0,0,some_college,Brett,white,m,4,1,0,1,6,1,0,1,0,1,1,high,1
116,Boston,business_and_personal_service,retail_sales,0,0,private,1,0,0,some,0,0,none_listed,Carrie,white,f,4,1,0,1,2,1,0,1,1,0,1,high,0
160,Boston,other_service,sales_rep,NA,0,,1,0,1,10,0,0,college,Hakim,black,m,4,1,0,1,2,1,0,1,1,0,1,high,0
54,Boston,transportation_communication,manager,NA,0,,0,0,0,1,0,0,none_listed,Jay,white,m,4,1,0,1,14,1,1,1,0,0,0,high,0
160,Boston,other_service,sales_rep,NA,0,,1,0,1,6,0,0,college,Kareem,black,m,4,1,0,1,6,1,0,0,0,0,0,low,0
308,Boston,transportation_communication,sales_rep,1,0,public,1,0,1,0,0,0,some_college,Kenya,black,f,4,1,0,1,2,1,0,0,0,1,0,low,1
160,Boston,other_service,sales_rep,NA,0,,1,0,1,7,0,0,college,Kristen,white,f,4,1,0,0,7,0,0,0,0,1,0,low,0
54,Boston,transportation_communication,manager,NA,0,,0,0,0,10,0,0,none_listed,Lakisha,black,f,4,1,0,0,26,0,0,0,0,0,0,low,0
140,Boston,other_service,sales_rep,NA,0,,0,0,0,2,0,0,none_listed,Lakisha,black,f,4,1,0,1,8,1,0,1,0,0,1,high,0
308,Boston,transportation_communication,sales_rep,1,0,public,1,0,1,7,0,0,some_college,Latonya,black,f,4,1,1,1,7,1,0,1,0,0,1,high,1
84,Boston,finance_insurance_real_estate,sales_rep,0,1,public,1,0,0,1,0,0,none_listed,Leroy,black,m,4,1,0,1,6,1,0,0,0,0,0,low,0
217,Boston,wholesale_and_retail_trade,sales_rep,NA,0,,0,0,0,8,0,0,none_listed,Leroy,black,m,4,1,0,1,8,1,0,1,0,0,1,high,0
54,Boston,transportation_communication,manager,NA,0,,0,0,0,3,0,0,none_listed,Matthew,white,m,4,1,0,0,8,1,0,0,0,0,0,low,0
84,Boston,finance_insurance_real_estate,sales_rep,0,1,public,1,0,0,1,0,0,none_listed,Matthew,white,m,4,1,0,1,8,1,0,1,0,0,1,high,0
84,Boston,finance_insurance_real_estate,sales_rep,0,1,public,1,0,0,1,0,0,none_listed,Neil,white,m,4,1,0,0,7,0,0,0,0,1,0,low,0
140,Boston,other_service,sales_rep,NA,0,,0,0,0,0,0,0,none_listed,Neil,white,m,4,1,0,1,2,1,0,1,1,0,1,high,0
160,Boston,other_service,sales_rep,NA,0,,1,0,1,3,0,0,college,Neil,white,m,4,1,0,1,8,1,0,1,0,0,1,high,0
116,Boston,business_and_personal_service,retail_sales,0,0,private,1,0,0,some,0,0,none_listed,Sarah,white,f,4,1,0,1,6,1,0,0,0,0,0,low,0
54,Boston,transportation_communication,manager,NA,0,,0,0,0,7,0,0,none_listed,Tremayne,black,m,4,1,0,0,18,1,0,1,0,0,0,high,0
217,Boston,wholesale_and_retail_trade,sales_rep,NA,0,,0,0,0,5,0,0,none_listed,Tyrone,black,m,4,1,0,0,7,0,0,0,0,1,0,low,0
116,Boston,business_and_personal_service,retail_sales,0,0,private,1,0,0,some,0,0,none_listed,Tyrone,black,m,4,1,0,1,8,1,0,1,0,0,1,high,0
712,Boston,other_service,clerical,NA,0,,0,0,0,10,0,0,none_listed,Anne,brown,f,3,0,0,1,13,1,1,0,0,1,0,low,0
712,Boston,other_service,clerical,NA,0,,0,0,0,9,0,0,none_listed,Lakisha,black,f,4,1,0,1,9,1,0,1,0,1,1,high,0
712,Boston,other_service,clerical,NA,0,,0,0,0,1,0,0,none_listed,Latoya,black,f,4,1,0,0,7,0,1,0,0,1,0,low,0
712,Boston,other_service,clerical,NA,0,,0,0,0,8,0,0,none_listed,Sarah,white,f,3,0,1,1,26,1,1,1,0,1,1,high,1
713,Boston,other_service,secretary,NA,0,,0,0,0,6,0,0,none_listed,Aisha,black,f,3,0,0,1,16,1,1,1,0,0,1,high,0
713,Boston,other_service,secretary,NA,0,,0,0,0,8,0,0,none_listed,Anne,white,f,4,1,0,0,14,1,0,1,0,1,1,high,0
713,Boston,other_service,secretary,NA,0,,0,0,0,9,0,0,none_listed,Sarah,white,f,3,0,0,1,13,1,1,0,0,1,0,low,0
713,Boston,other_service,secretary,NA,0,,0,0,0,10,0,0,none_listed,Tanisha,black,f,3,0,0,1,7,1,1,0,0,1,0,low,0
714,Boston,other_service,clerical,NA,0,,0,0,0,7,0,0,none_listed,Carrie,white,f,3,0,0,1,4,1,1,1,0,1,1,high,0
714,Boston,other_service,clerical,NA,0,,0,0,0,0,0,0,none_listed,Ebony,black,f,4,1,0,0,14,1,0,1,0,1,1,high,0
714,Boston,other_service,clerical,NA,0,,0,0,0,1,0,0,none_listed,Kenya,black,f,3,0,0,1,13,1,1,0,0,1,0,low,0
714,Boston,other_service,clerical,NA,0,,0,0,0,0,0,0,none_listed,Kristen,white,f,3,0,0,0,1,1,1,0,0,1,0,low,0
715,Boston,other_service,clerical,0,0,nonprofit,0,0,0,9,0,0,none_listed,Aisha,black,f,3,0,0,1,5,0,1,0,0,1,0,low,0
715,Boston,other_service,clerical,0,0,nonprofit,0,0,0,7,0,0,none_listed,Allison,white,f,3,0,0,0,2,0,1,0,0,1,0,low,0
715,Boston,other_service,clerical,0,0,nonprofit,0,0,0,5,0,0,none_listed,Ebony,black,f,4,1,0,0,13,1,1,1,0,1,1,high,1
715,Boston,other_service,clerical,0,0,nonprofit,0,0,0,3,0,0,none_listed,Jill,white,f,2,0,0,0,16,1,1,0,0,1,1,high,0
716,Boston,finance_insurance_real_estate,secretary,0,0,private,1,0,0,4,1,0,none_listed,Allison,white,f,3,0,0,0,4,1,1,0,0,1,0,low,0
716,Boston,finance_insurance_real_estate,secretary,0,0,private,1,0,0,3,1,0,none_listed,Emily,white,f,4,1,1,0,8,1,1,1,0,1,1,high,1
716,Boston,finance_insurance_real_estate,secretary,0,0,private,1,0,0,3,1,0,none_listed,Latoya,black,f,3,0,0,0,4,1,1,0,0,1,0,low,0
716,Boston,finance_insurance_real_estate,secretary,0,0,private,1,0,0,9,1,0,none_listed,Tamika,black,f,2,0,0,0,19,0,0,1,0,0,1,high,1
717,Boston,other_service,secretary,NA,1,,0,0,0,5,0,0,none_listed,Aisha,black,f,3,0,0,1,7,1,1,0,0,1,0,low,0
717,Boston,other_service,secretary,NA,1,,0,0,0,1,0,0,none_listed,Carrie,white,f,3,0,0,1,13,1,1,0,0,1,0,low,1
717,Boston,other_service,secretary,NA,1,,0,0,0,6,0,0,none_listed,Jill,white,f,4,1,0,0,13,1,1,1,0,1,1,high,1
717,Boston,other_service,secretary,NA,1,,0,0,0,4,0,0,none_listed,Latonya,black,f,3,0,0,1,16,1,1,1,0,0,1,high,0
718,Boston,other_service,clerical,NA,0,,0,0,0,10,0,0,none_listed,Kenya,black,f,3,0,0,0,1,1,1,0,0,1,0,low,0
718,Boston,other_service,clerical,NA,0,,0,0,0,1,0,0,none_listed,Kristen,white,f,3,0,0,0,4,1,1,0,0,1,0,low,0
718,Boston,other_service,clerical,NA,0,,0,0,0,5,0,0,none_listed,Latoya,black,f,3,0,1,1,26,1,1,1,0,1,1,high,0
718,Boston,other_service,clerical,NA,0,,0,0,0,10,0,0,none_listed,Sarah,brown,f,4,1,0,1,9,1,0,1,0,1,1,high,0
719,Boston,finance_insurance_real_estate,clerical,0,0,public,0,0,0,3,0,0,none_listed,Emily,white,f,3,0,0,0,4,0,1,0,0,1,0,low,0
719,Boston,finance_insurance_real_estate,clerical,0,0,public,0,0,0,6,0,0,none_listed,Jill,white,f,4,1,0,1,5,1,1,1,0,0,1,high,1
719,Boston,finance_insurance_real_estate,clerical,0,0,public,0,0,0,3,0,0,none_listed,Kenya,black,f,4,1,0,0,7,0,1,0,0,1,0,low,0
719,Boston,finance_insurance_real_estate,clerical,0,0,public,0,0,0,1,0,0,none_listed,Latoya,black,f,3,0,1,0,26,1,1,1,0,1,1,high,0
720,Boston,finance_insurance_real_estate,clerical,NA,0,,0,0,0,8,0,0,none_listed,Emily,white,f,4,1,0,0,7,0,1,0,0,1,0,low,1
720,Boston,finance_insurance_real_estate,clerical,NA,0,,0,0,0,3,0,0,none_listed,Kenya,black,f,3,0,0,0,4,1,1,0,0,1,0,low,0
720,Boston,finance_insurance_real_estate,clerical,NA,0,,0,0,0,6,0,0,none_listed,Lakisha,black,f,4,1,1,0,8,1,1,1,0,1,1,high,0
720,Boston,finance_insurance_real_estate,clerical,NA,0,,0,0,0,0,0,0,none_listed,Sarah,white,f,3,0,0,1,16,1,1,1,0,0,1,high,0
309,Boston,business_and_personal_service,retail_sales,0,0,private,0,0,0,7,0,0,none_listed,Brad,white,m,4,1,1,0,10,1,0,0,1,1,1,high,1
309,Boston,business_and_personal_service,retail_sales,0,0,private,0,0,0,9,0,0,none_listed,Hakim,black,m,1,0,0,0,10,0,0,0,0,1,0,low,1
309,Boston,business_and_personal_service,retail_sales,0,0,private,0,0,0,3,0,0,none_listed,Todd,white,m,2,0,1,0,8,0,0,0,0,1,0,low,1
309,Boston,business_and_personal_service,retail_sales,0,0,private,0,0,0,5,0,0,none_listed,Tremayne,black,m,4,1,0,1,6,1,1,1,0,0,1,high,1
721,Chicago,finance_insurance_real_estate,secretary,NA,0,private,1,0,0,1,1,0,none_listed,Anne,white,f,4,1,0,0,4,1,0,0,0,1,0,low,0
721,Chicago,finance_insurance_real_estate,secretary,NA,0,private,1,0,0,3,1,0,none_listed,Kenya,black,f,4,1,1,1,5,1,0,0,0,1,1,high,0
721,Chicago,finance_insurance_real_estate,secretary,NA,0,private,1,0,0,10,1,0,none_listed,Kristen,white,f,3,0,0,1,5,1,0,1,0,0,1,high,0
721,Chicago,finance_insurance_real_estate,secretary,NA,0,private,1,0,0,0,1,0,none_listed,Latonya,black,f,2,0,0,0,6,1,0,0,0,0,0,low,0
722,Chicago,business_and_personal_service,secretary,NA,0,,1,1,0,5,1,0,none_listed,Allison,brown,f,3,0,0,1,3,1,0,1,1,0,1,high,0
722,Chicago,business_and_personal_service,secretary,NA,0,,1,1,0,9,1,0,none_listed,Keisha,black,f,3,0,0,0,4,1,1,1,0,1,1,high,1
722,Chicago,business_and_personal_service,secretary,NA,0,,1,1,0,0,1,0,none_listed,Kristen,white,f,4,1,0,0,3,1,0,0,0,1,0,low,0
722,Chicago,business_and_personal_service,secretary,NA,0,,1,1,0,0,1,0,none_listed,Tamika,black,f,4,1,0,1,3,1,0,0,0,1,0,low,0
723,Chicago,business_and_personal_service,clerical,NA,0,,1,1,0,6,0,0,none_listed,Jill,white,f,4,1,0,1,8,1,0,0,0,0,1,high,0
723,Chicago,business_and_personal_service,clerical,NA,0,,1,1,0,7,0,0,none_listed,Kristen,brown,f,3,0,0,0,8,1,1,0,0,1,0,low,0
723,Chicago,business_and_personal_service,clerical,NA,0,,1,1,0,7,0,0,none_listed,Latoya,black,f,3,0,0,1,9,1,0,1,0,1,1,high,0
723,Chicago,business_and_personal_service,clerical,NA,0,,1,1,0,9,0,0,none_listed,Tamika,black,f,4,1,0,0,6,1,0,0,0,1,0,low,0
724,Chicago,other_service,clerical,NA,0,,1,0,0,some,1,0,none_listed,Allison,white,f,4,1,0,0,20,1,0,0,0,1,0,low,0
724,Chicago,other_service,clerical,NA,0,,1,0,0,some,1,0,none_listed,Latonya,black,f,4,1,1,0,19,1,0,0,0,1,0,low,0
724,Chicago,other_service,clerical,NA,0,,1,0,0,some,1,0,none_listed,Meredith,white,f,4,1,0,1,20,1,0,1,0,0,1,high,0
724,Chicago,other_service,clerical,NA,0,,1,0,0,some,1,0,none_listed,Tamika,black,f,3,0,0,1,21,1,0,1,0,0,1,high,0
725,Chicago,manufacturing,clerical,1,0,private,1,0,0,8,1,0,none_listed,Aisha,black,f,4,1,1,1,5,1,0,0,0,1,1,high,0
725,Chicago,manufacturing,clerical,1,0,private,1,0,0,9,1,0,none_listed,Emily,white,f,4,1,0,1,5,1,0,0,0,0,1,high,0
725,Chicago,manufacturing,clerical,1,0,private,1,0,0,10,1,0,none_listed,Laurie,white,f,3,0,0,1,4,1,0,0,0,0,0,low,0
725,Chicago,manufacturing,clerical,1,0,private,1,0,0,10,1,0,none_listed,Tanisha,black,f,4,1,0,0,5,1,0,0,0,1,0,low,0
726,Chicago,business_and_personal_service,clerical,0,0,private,1,1,0,some,0,0,none_listed,Jill,white,f,3,0,0,1,6,1,0,0,0,0,0,low,0
726,Chicago,business_and_personal_service,clerical,0,0,private,1,1,0,some,0,0,none_listed,Kenya,black,f,3,0,0,1,3,1,0,1,1,0,1,high,0
726,Chicago,business_and_personal_service,clerical,0,0,private,1,1,0,some,0,0,none_listed,Latonya,black,f,3,0,0,1,4,1,0,0,0,0,0,low,0
726,Chicago,business_and_personal_service,clerical,0,0,private,1,1,0,some,0,0,none_listed,Meredith,white,f,4,1,1,1,5,1,0,0,0,1,1,high,0
727,Chicago,business_and_personal_service,clerical,0,1,nonprofit,1,1,0,1,1,0,none_listed,Carrie,white,f,3,0,0,0,8,1,1,0,0,1,0,low,0
727,Chicago,business_and_personal_service,clerical,0,1,nonprofit,1,1,0,4,1,0,none_listed,Ebony,black,f,3,0,0,1,6,1,1,1,1,0,1,high,0
727,Chicago,business_and_personal_service,clerical,0,1,nonprofit,1,1,0,8,1,0,none_listed,Latonya,black,f,2,0,0,0,9,1,1,0,0,1,0,low,0
727,Chicago,business_and_personal_service,clerical,0,1,nonprofit,1,1,0,3,1,0,none_listed,Sarah,white,f,3,0,0,1,21,1,1,1,0,1,1,high,0
728,Chicago,other_service,secretary,NA,1,,1,0,0,some,1,0,none_listed,Kristen,white,f,3,0,0,1,6,1,0,0,0,0,0,low,0
728,Chicago,other_service,secretary,NA,1,,1,0,0,some,1,0,none_listed,Latoya,black,f,4,1,0,0,5,1,0,0,0,1,1,low,0
728,Chicago,other_service,secretary,NA,1,,1,0,0,some,1,0,none_listed,Laurie,white,f,4,1,0,0,7,1,0,1,0,1,1,high,0
728,Chicago,other_service,secretary,NA,1,,1,0,0,some,1,0,none_listed,Tamika,black,f,3,0,0,0,7,1,0,1,0,1,1,high,0
729,Chicago,manufacturing,clerical,0,1,private,1,1,0,3,1,1,none_listed,Kenya,black,f,4,1,0,1,13,1,1,0,0,1,0,low,0
729,Chicago,manufacturing,clerical,0,1,private,1,1,0,3,1,1,none_listed,Kristen,brown,f,4,1,0,1,21,1,1,0,0,1,1,high,0
729,Chicago,manufacturing,clerical,0,1,private,1,1,0,1,1,1,none_listed,Laurie,white,f,4,1,1,0,19,1,1,0,0,1,0,low,0
729,Chicago,manufacturing,clerical,0,1,private,1,1,0,5,1,1,none_listed,Tamika,black,f,4,1,0,0,7,1,1,0,1,1,1,high,0
730,Chicago,business_and_personal_service,clerical,0,0,private,1,0,0,some,1,0,none_listed,Anne,white,f,4,1,0,1,5,1,0,1,0,0,1,high,0
730,Chicago,business_and_personal_service,clerical,0,0,private,1,0,0,some,1,0,none_listed,Ebony,black,f,4,1,1,1,5,1,0,0,0,1,1,high,0
730,Chicago,business_and_personal_service,clerical,0,0,private,1,0,0,some,1,0,none_listed,Jill,white,f,3,0,0,1,9,1,0,0,0,0,0,low,0
730,Chicago,business_and_personal_service,clerical,0,0,private,1,0,0,some,1,0,none_listed,Latonya,black,f,2,0,0,1,3,1,0,1,0,1,0,low,0
731,Chicago,business_and_personal_service,clerical,0,0,private,1,0,0,0,1,0,none_listed,Anne,brown,f,4,1,0,0,23,1,0,0,0,1,0,low,0
731,Chicago,business_and_personal_service,clerical,0,0,private,1,0,0,2,1,0,none_listed,Kenya,black,f,4,1,0,1,11,1,0,0,0,0,0,low,0
731,Chicago,business_and_personal_service,clerical,0,0,private,1,0,0,0,1,0,none_listed,Latonya,black,f,4,1,0,1,9,1,0,1,0,0,1,high,0
731,Chicago,business_and_personal_service,clerical,0,0,private,1,0,0,7,1,0,none_listed,Meredith,white,f,4,1,0,1,10,1,1,1,0,0,1,high,0
732,Chicago,business_and_personal_service,secretary,NA,0,,1,0,0,some,1,0,none_listed,Anne,white,f,4,1,0,1,6,1,1,0,0,1,0,low,0
732,Chicago,business_and_personal_service,secretary,NA,0,,1,0,0,some,1,0,none_listed,Keisha,black,f,4,1,0,1,6,1,1,1,0,1,1,high,0
732,Chicago,business_and_personal_service,secretary,NA,0,,1,0,0,some,1,0,none_listed,Kristen,white,f,4,1,0,1,7,1,1,1,0,0,1,high,0
732,Chicago,business_and_personal_service,secretary,NA,0,,1,0,0,some,1,0,none_listed,Latonya,black,f,4,1,0,0,5,0,1,0,0,1,0,low,0
733,Chicago,other_service,secretary,NA,0,,0,0,0,7,0,0,none_listed,Carrie,white,f,4,1,0,0,6,1,1,0,1,0,0,low,0
733,Chicago,other_service,secretary,NA,0,,0,0,0,7,0,0,none_listed,Ebony,black,f,4,1,0,0,6,0,1,0,0,1,0,low,0
733,Chicago,other_service,secretary,NA,0,,0,0,0,7,0,0,none_listed,Emily,white,f,3,0,0,1,4,1,1,1,1,1,1,high,0
733,Chicago,other_service,secretary,NA,0,,0,0,0,5,0,0,none_listed,Tamika,black,f,4,1,1,1,6,1,0,0,0,1,1,high,0
734,Chicago,other_service,secretary,0,1,nonprofit,1,1,0,some,1,0,none_listed,Brett,white,m,4,1,0,0,3,1,1,0,0,1,0,low,0
734,Chicago,other_service,secretary,0,1,nonprofit,1,1,0,some,1,0,none_listed,Neil,white,m,4,1,0,0,8,1,1,1,0,1,1,high,0
734,Chicago,other_service,secretary,0,1,nonprofit,1,1,0,some,1,0,none_listed,Rasheed,black,m,4,1,0,1,12,1,0,1,0,1,1,high,0
734,Chicago,other_service,secretary,0,1,nonprofit,1,1,0,some,1,0,none_listed,Tyrone,black,m,4,1,0,1,4,1,0,0,0,0,0,low,0
735,Chicago,finance_insurance_real_estate,clerical,1,1,public,1,1,0,3,1,0,none_listed,Brendan,brown,m,4,1,0,1,6,1,0,0,0,0,0,low,0
735,Chicago,finance_insurance_real_estate,clerical,1,1,public,1,1,0,0,1,0,none_listed,Jamal,black,m,4,1,0,0,2,1,1,0,0,1,0,low,0
736,Chicago,manufacturing,clerical,0,0,private,1,0,0,some,1,0,none_listed,Aisha,black,f,4,1,0,1,4,1,0,0,0,0,0,low,0
736,Chicago,manufacturing,clerical,0,0,private,1,0,0,some,1,0,none_listed,Allison,white,f,4,1,0,1,5,1,0,1,0,1,1,high,0
736,Chicago,manufacturing,clerical,0,0,private,1,0,0,some,1,0,none_listed,Carrie,brown,f,4,1,0,0,4,1,1,0,0,1,0,low,0
736,Chicago,manufacturing,clerical,0,0,private,1,0,0,some,1,0,none_listed,Latoya,black,f,4,1,0,0,5,1,1,1,0,1,1,high,0
737,Chicago,business_and_personal_service,secretary,NA,0,,1,0,0,8,1,0,none_listed,Aisha,black,f,2,0,0,1,3,1,0,1,0,1,0,low,0
737,Chicago,business_and_personal_service,secretary,NA,0,,1,0,0,7,1,0,none_listed,Allison,white,f,3,0,0,1,6,1,0,0,0,0,0,low,0
737,Chicago,business_and_personal_service,secretary,NA,0,,1,0,0,10,1,0,none_listed,Jill,white,f,3,0,0,1,5,1,0,1,0,0,1,high,0
737,Chicago,business_and_personal_service,secretary,NA,0,,1,0,0,1,1,0,none_listed,Tamika,black,f,4,1,0,1,5,1,0,1,0,0,1,high,0
738,Chicago,wholesale_and_retail_trade,secretary,NA,0,,1,0,0,2,1,0,none_listed,Jill,white,f,3,0,0,1,9,1,0,1,1,0,1,high,0
738,Chicago,wholesale_and_retail_trade,secretary,NA,0,,1,0,0,2,1,0,none_listed,Keisha,black,f,3,0,0,0,7,1,0,1,0,1,1,high,0
738,Chicago,wholesale_and_retail_trade,secretary,NA,0,,1,0,0,2,1,0,none_listed,Kristen,brown,f,3,0,0,0,8,1,0,0,0,1,0,low,0
738,Chicago,wholesale_and_retail_trade,secretary,NA,0,,1,0,0,2,1,0,none_listed,Tamika,black,f,4,1,0,1,4,1,0,0,0,1,0,low,0
51,Boston,other_service,retail_sales,NA,0,,1,1,0,5,1,0,none_listed,Allison,white,f,4,1,0,1,2,1,0,1,1,0,1,high,0
242,Boston,business_and_personal_service,sales_rep,NA,0,,1,0,0,4,1,0,none_listed,Anne,white,f,4,1,0,1,6,1,0,0,0,0,0,low,0
85,Boston,wholesale_and_retail_trade,sales_rep,NA,1,,1,0,0,1,0,0,none_listed,Brad,white,m,4,1,0,1,2,1,0,1,1,0,1,high,0
141,Boston,business_and_personal_service,sales_rep,0,0,private,0,0,0,4,0,0,none_listed,Brett,white,m,4,1,0,1,8,1,0,1,0,0,1,high,0
242,Boston,business_and_personal_service,sales_rep,NA,0,,1,0,0,0,1,0,none_listed,Ebony,black,f,4,1,0,0,7,0,0,0,0,1,0,low,0
55,Boston,wholesale_and_retail_trade,sales_rep,0,0,private,1,1,0,4,0,0,none_listed,Emily,brown,f,4,1,0,1,8,1,0,1,0,0,1,high,0
23,Boston,wholesale_and_retail_trade,retail_sales,0,1,private,1,0,0,some,0,0,none_listed,Geoffrey,white,m,4,1,0,1,8,1,0,0,0,0,0,low,0
141,Boston,business_and_personal_service,sales_rep,0,0,private,0,0,0,6,0,0,none_listed,Geoffrey,white,m,4,1,0,1,6,1,0,0,0,0,0,low,0
117,Boston,other_service,clerical,0,1,,1,0,0,2,0,0,none_listed,Jay,white,m,4,1,0,1,6,1,0,0,0,0,0,low,0
51,Boston,other_service,retail_sales,NA,0,,1,1,0,0,1,0,none_listed,Kareem,black,m,4,1,0,0,7,0,0,0,0,1,0,low,0
55,Boston,wholesale_and_retail_trade,sales_rep,0,0,private,1,1,0,10,0,0,none_listed,Kareem,black,m,4,1,0,1,2,1,0,1,1,0,1,high,0
23,Boston,wholesale_and_retail_trade,retail_sales,0,1,private,1,0,0,some,0,0,none_listed,Keisha,black,f,4,1,0,1,8,0,0,0,0,0,0,low,0
85,Boston,wholesale_and_retail_trade,sales_rep,NA,1,,1,0,0,1,0,0,none_listed,Keisha,black,f,4,1,0,1,8,1,0,1,0,0,1,high,0
117,Boston,other_service,clerical,0,1,,1,0,0,2,0,0,none_listed,Kenya,black,f,4,1,0,0,7,0,0,0,0,1,0,low,0
141,Boston,business_and_personal_service,sales_rep,0,0,private,0,0,0,5,0,0,none_listed,Kenya,black,f,4,1,0,1,2,1,0,1,1,0,1,high,0
85,Boston,wholesale_and_retail_trade,sales_rep,NA,1,,1,0,0,1,0,0,none_listed,Kristen,white,f,4,1,0,1,6,1,0,0,0,0,0,low,0
23,Boston,wholesale_and_retail_trade,retail_sales,0,1,private,1,0,0,some,0,0,none_listed,Laurie,brown,f,4,1,0,0,10,1,0,1,0,1,1,high,0
242,Boston,business_and_personal_service,sales_rep,NA,0,,1,0,0,10,1,0,none_listed,Laurie,white,f,4,1,0,1,2,1,0,1,1,0,1,high,0
55,Boston,wholesale_and_retail_trade,sales_rep,0,0,private,1,1,0,2,0,0,none_listed,Leroy,black,m,4,1,0,0,7,0,0,0,0,1,0,low,0
141,Boston,business_and_personal_service,sales_rep,0,0,private,0,0,0,0,0,0,none_listed,Leroy,black,m,4,1,0,0,7,0,0,0,0,1,0,low,0
51,Boston,other_service,retail_sales,NA,0,,1,1,0,6,1,0,none_listed,Leroy,black,m,4,1,0,1,8,1,0,1,0,0,1,high,0
117,Boston,other_service,clerical,0,1,,1,0,0,2,0,0,none_listed,Matthew,white,m,4,1,0,1,2,1,0,1,1,0,1,high,0
55,Boston,wholesale_and_retail_trade,sales_rep,0,0,private,1,1,0,0,0,0,none_listed,Meredith,white,f,4,1,0,1,6,1,0,0,0,0,0,low,0
85,Boston,wholesale_and_retail_trade,sales_rep,NA,1,,1,0,0,1,0,0,none_listed,Rasheed,black,m,4,1,0,0,7,0,0,0,0,1,0,low,0
51,Boston,other_service,retail_sales,NA,0,,1,1,0,2,1,0,none_listed,Sarah,brown,f,4,1,0,1,6,1,0,0,0,0,0,low,0
242,Boston,business_and_personal_service,sales_rep,NA,0,,1,0,0,10,1,0,none_listed,Tanisha,black,f,4,1,0,1,8,1,0,1,0,0,1,high,0
23,Boston,wholesale_and_retail_trade,retail_sales,0,1,private,1,0,0,some,0,0,none_listed,Tyrone,black,m,4,1,0,0,8,0,0,1,0,0,1,high,0
117,Boston,other_service,clerical,0,1,,1,0,0,2,0,0,none_listed,Tyrone,black,m,4,1,0,1,8,1,0,1,0,0,1,high,0
739,Boston,business_and_personal_service,supervisor,NA,0,,0,0,0,6,0,0,none_listed,Carrie,white,f,3,0,0,1,5,0,1,0,0,1,0,low,0
739,Boston,business_and_personal_service,supervisor,NA,0,,0,0,0,10,0,0,none_listed,Laurie,white,f,4,1,0,1,5,1,1,1,0,0,1,high,0
739,Boston,business_and_personal_service,supervisor,NA,0,,0,0,0,10,0,0,none_listed,Tamika,black,f,2,0,0,0,19,0,0,1,0,0,1,high,0
739,Boston,business_and_personal_service,supervisor,NA,0,,0,0,0,7,0,0,none_listed,Tanisha,black,f,4,1,0,0,7,0,1,0,0,1,0,low,0
740,Boston,business_and_personal_service,secretary,0,0,,0,0,0,0,0,0,none_listed,Allison,brown,f,4,1,0,0,11,1,1,0,0,1,0,low,1
740,Boston,business_and_personal_service,secretary,0,0,,0,0,0,5,0,0,none_listed,Ebony,black,f,3,0,0,1,4,1,1,1,0,1,1,high,0
